idx	oid	para	db_token	pdf_token	status	file	context
405	15960	7	18	13	RENDERED	405_15960_p7_18-vs-13.png	...ed under N.D.C.C. ch. 31-[18->13] to administer the buccal...
406	15963	9	18	13	RENDERED	406_15963_p9_18-vs-13.png	.... Ficklin,*2006 ND 40, ¶ [18->13], 710 N.W.2d 387). We hav...
407	15966	7	80	30	RENDERED	407_15966_p7_80-vs-30.png	...linary proceeding within [80->30] days of entry of judgmen...
408	15966	11	80	30	RENDERED	408_15966_p11_80-vs-30.png	...amount of $500.00 within [80->30] days of the entry of jud...
409	15967	16	12	42	RENDERED	409_15967_p16_12-vs-42.png	...20-24 and sections 14-20^[12->42] and 14-20-44, a proceedi...
410	15968	12	8	3	RENDERED	410_15968_p12_8-vs-3.png	...ee also*N.D.C.C. § 25-03.[8->3]-13 (60-day limit for com...
411	15973	9	728	723	RENDERED	411_15973_p9_728-vs-723.png	...re R.H.,*262 N.W.2d 719, [728->723] (N.D.1978). The Court al...
412	15973	9	835	335	RENDERED	412_15973_p9_835-vs-335.png	... heard. *See In re B.M.,*[835->335] N.W.2d 321, 323 (N.D.198...
413	15978	10	88	38	RENDERED	413_15978_p10_88-vs-38.png	...bout $180,000 and about $[88->38],000 in other debts. Lome...
414	15980	12	708	703	RENDERED	414_15980_p12_708-vs-703.png	... in the field. N.D.R.Ev. [708->703]. In *Perius v. Nodak Mut...
415	15984	27	558	553	RENDERED	415_15984_p27_558-vs-553.png	...See Bangen v. Bartelson,*[558->553] N.W.2d 754, 756-57 (N.D....
416	15990	12	08	03	RENDERED	416_15990_p12_08-vs-03.png	...disagree. “Section 39-20-[08->03].1 ... reflects a legisla...
417	15991	9	1010	1040	RENDERED	417_15991_p9_1010-vs-1040.png	...ustody. *Hearing on H.B. [1010->1040], supra,*(Report of the L...
418	15996	17	28	23	RENDERED	418_15996_p17_28-vs-23.png	...ment was entered on July [28->23], 2012. No motion for mod...
419	15997	10	82	32	RENDERED	419_15997_p10_82-vs-32.png	... or station.” N.D.C.C. § [82->32]-34-01. It, is well estab...
420	16000	56	508	503	RENDERED	420_16000_p56_508-vs-503.png	...1981 N.D. Sess. Laws ch. [508->503]. The majority also does ...
421	16000	67	89	39	RENDERED	421_16000_p67_89-vs-39.png	...age. And N.D.C.C. § 1-02-[89->39](4) tells us specifically...
422	16010	21	284	234	RENDERED	422_16010_p21_284-vs-234.png	.... Montgomery,*481 N.W.2d [284->234], 235 (N.D. 1992). “[T]he...
423	16013	10	80	30	RENDERED	423_16013_p10_80-vs-30.png	...the order be held within [80->30] days of issuance of the ...
424	16013	11	895	395	RENDERED	424_16013_p11_895-vs-395.png	...of Estate of Kjorvestad,*[895->395] N.W.2d 162, 163-64 (N.D....
425	16015	5	80	30	RENDERED	425_16015_p5_80-vs-30.png	... per week beginning July [80->30], 2012. ...
426	16035	16	28	23	RENDERED	426_16035_p16_28-vs-23.png	...and on or about November [28->23], 2007. The Gundersons en...
427	16037	9	38	33	RENDERED	427_16037_p9_38-vs-33.png	...t v. Wolt,*2010 ND 26, ¶ [38->33], 778 N.W.2d 786; *Wessma...
428	16040	5	08	03	RENDERED	428_16040_p5_08-vs-03.png	...nce with N.D.C.C. ch. 25-[08->03].1 to determine if there ...
429	16043	6	864	364	RENDERED	429_16043_p6_864-vs-364.png	...*See Martin v. Weckerly,*[864->364] N.W.2d 93 (N.D.1985): T...
430	16046	5	134	133	RENDERED	430_16046_p5_134-vs-133.png	...cial District,* 2009 ND [134->133], 770 N.W.2d 218. [[Imag...
431	16067	16	8	3	RENDERED	431_16067_p16_8-vs-3.png	... N.D.R. Lawyer Dis-cipl. [8->3].1(F). Objections to the ...
432	16081	2	838	833	RENDERED	432_16081_p2_838-vs-833.png	...* 2012 ND 6, 809 N.W.2d [838->833]. Swear-ingen applied for...
433	16082	13	738	733	RENDERED	433_16082_p13_738-vs-733.png	...07 ND 87, *540 ¶ 12, [738->733] N.W.2d 241 (“The Legisla...
434	16087	17	13	43	RENDERED	434_16087_p17_13-vs-43.png	....,* 467 N.W.2d 439, 442-[13->43] (N.D.1991); *Vasichek v...
435	16094	21	38	33	RENDERED	435_16094_p21_38-vs-33.png	...Lindberg,*2009 ND 136, ¶ [38->33], 770 N.W.2d 252 (holding...
436	16101	63	12	15	RENDERED	436_16101_p63_12-vs-15.png	... The majority, at ¶ [12->15], incorrectly labels the ...
437	16101	66	12	15	RENDERED	437_16101_p66_12-vs-15.png	... The majority, at ¶ [12->15], cites *State v. Greene,...
438	16101	67	12	15	RENDERED	438_16101_p67_12-vs-15.png	... The majority, at ¶ [12->15], cites *People v. Gilber...
439	16103	3	8	3	RENDERED	439_16103_p3_8-vs-3.png	...e approximate amount of $[8->3].5M.” Hatchett’s letter a...
440	16104	14	08	03	RENDERED	440_16104_p14_08-vs-03.png	...under N.D.C.C. § 30.1-21-[08->03] (U.P.C. § 3-1003) in Sep...
441	16105	26	843	343	RENDERED	441_16105_p26_843-vs-343.png	...l v. Dakota Hills, Inc.,*[843->343] N.W.2d 785 (N.D.1984), w...
442	16107	11	2018	2013	RENDERED	442_16107_p11_2018-vs-2013.png	... school in the spring of [2018->2013]; she is already age 18. ...
443	16117	3	2018	2013	RENDERED	443_16117_p3_2018-vs-2013.png	...h was denied on March 7, [2018->2013]. ...
444	16122	5	840	340	RENDERED	444_16122_p5_840-vs-340.png	...*Mueller v. Stangeland,* [840->340] N.W.2d 450, 452 (N.D.19...
445	16160	10	28	23	RENDERED	445_16160_p10_28-vs-23.png	...ny under N.D.C.C. § 12.1-[28->23]-07, Misapplication of En...
446	16175	2	2018	2013	RENDERED	446_16175_p2_2018-vs-2013.png	...were divorced in January [2018->2013] and Kayla Rath was award...
447	16202	3	28	23	RENDERED	447_16202_p3_28-vs-23.png	... *337 through January [28->23], 2014. This procedure is...
448	16209	3	28	23	RENDERED	448_16209_p3_28-vs-23.png	...ould be completed by May [28->23], 2012. After another fou...
449	16216	10	80	30	RENDERED	449_16216_p10_80-vs-30.png	...icense for approximately [80->30] years. Mary Gwyther’s na...
450	16216	25	928	923	RENDERED	450_16216_p25_928-vs-923.png	...xchange,* 857 P.2d 922, [928->923]-24 (Utah 1993), in which...
451	16231	8	28	23	RENDERED	451_16231_p8_28-vs-23.png	.../want that.” On December [28->23], 2010, Judge Corwin conf...
452	16233	33	240	840	RENDERED	452_16233_p33_240-vs-840.png	... ND 80, ¶ 58, 815 N.W.2d [240->840], we held Fargo’s assessm...
453	16240	42	81	31	RENDERED	453_16240_p42_81-vs-31.png	...osing Lawyer Sanctions 4.[81->31]. Disbarment is generally...
454	16252	5	80	30	RENDERED	454_16252_p5_80-vs-30.png	...d, and paid the welders $[80->30] less per hour. The ALJ f...
455	16261	7	580	530	RENDERED	455_16261_p7_580-vs-530.png	... *Troxel v. Granville,* [580->530] U.S. 57, 69, 120 S.Ct. 2...
456	16266	22	1928	1923	RENDERED	456_16266_p22_1928-vs-1923.png	... N.D. 960, 194 N.W. 695 ([1928->1923]); *State ex rel. Dushek...
457	16269	4	84	34	RENDERED	457_16269_p4_84-vs-34.png	...ott’s under N.D.C.C. ch. [84->34]-14 to collect the unpaid...
458	16272	11	476	479	RENDERED	458_16272_p11_476-vs-479.png	... ND 216, 118, 790 N.W.2d [476->479]. In this case, the reloc...
459	16283	7	8	3	RENDERED	459_16283_p7_8-vs-3.png	...nder N.D.C.C. § 89-20-05([8->3]), for purposes of the ad...
460	16283	7	89	39	RENDERED	460_16283_p7_89-vs-39.png	...essary, under N.D.C.C. § [89->39]-20-05(8), for purposes o...
461	16284	13	2012	2042	RENDERED	461_16284_p13_2012-vs-2042.png	... 9 and *Hearing on S.B. [2012->2042] Before Senate Judiciary ...
462	16285	7	18	13	RENDERED	462_16285_p7_18-vs-13.png	...le,* 2012 ND 144, ¶¶ 12-[18->13], 818 N.W.2d 697 (citatio...
463	16286	2	498	493	RENDERED	463_16286_p2_498-vs-493.png	...lier. The figure of $861,[498->493].18 that you refer to is ...
464	16288	6	2018	2013	RENDERED	464_16288_p6_2018-vs-2013.png	...ls from the “October 30, [2018->2013] Memorandum Opinion and O...
465	16295	4	88	38	RENDERED	465_16295_p4_88-vs-38.png	...er *721 N.D.R.App.P. [88->38]. *Matter of the Emelia ...
466	16295	10	8	3	RENDERED	466_16295_p10_8-vs-3.png	...im to pay an additional $[8->3],000 for subsequent litig...
467	16297	6	18	13	RENDERED	467_16297_p6_18-vs-13.png	... hearing panel filed May [18->13], 2014, are adopted. ...
468	16300	1	89	39	RENDERED	468_16300_p1_89-vs-39.png	...iring Jerry Shae to pay $[89->39],634.82 per month in chil...
469	16300	11	2018	2013	RENDERED	469_16300_p11_2018-vs-2013.png	...chieffer v. Schieffer,* [2018->2013] SD 11, ¶ 63, 826 N.W.2d ...
470	16303	10	2008	2003	RENDERED	470_16303_p10_2008-vs-2003.png	... was out on bond for the [2008->2003] offenses. While failing ...
471	16309	4	82	32	RENDERED	471_16309_p4_82-vs-32.png	...aw judge. N.D.C.C. § 28-[82->32]-46; *see Pesanti,* at ...
472	16309	5	89	39	RENDERED	472_16309_p5_89-vs-39.png	...quirements of N.D.C.C. § [89->39]-20-07(5) were not met an...
473	16309	5	89	39	RENDERED	473_16309_p5_89-vs-39.png	...ubsection 5. N.D.C.C. § [89->39]-20-07. ...
474	16309	12	89	39	RENDERED	474_16309_p12_89-vs-39.png	...quirements of N.D.C.C. § [89->39]-20-07(5) were not met be...
475	16332	11	8	3	RENDERED	475_16332_p11_8-vs-3.png	...ird persons.” N.D.C.C. § [8->3]-01-01; *see Hendricks P...
476	16332	26	801	301	RENDERED	476_16332_p26_801-vs-301.png	...theless, under N.D.R.Ev. [801->301], “a presumption substitu...
477	16333	51	1984	1994	RENDERED	477_16333_p51_1984-vs-1994.png	...24 N.W.2d 833, 836 (N.D. [1984->1994]). In Weber v. Weber , ou...
478	16338	9	08	03	RENDERED	478_16338_p9_08-vs-03.png	...owever, N.D.C.C. § 89-20-[08->03].2 applies when a nonresi...
479	16338	15	89	39	RENDERED	479_16338_p15_89-vs-39.png	...quirements of N.D.C.C. § [89->39]-20-03.2 were met, and th...
480	16340	2	80	30	RENDERED	480_16340_p2_80-vs-30.png	...ng benefits, and she had [80->30] days to request reconsid...
481	16350	10	8	3	RENDERED	481_16350_p10_8-vs-3.png	...pted practice of law. [8->3]. In the course of his...
482	16353	12	08	03	RENDERED	482_16353_p12_08-vs-03.png	...anguage of N.D.C.C. § 35-[08->03]-01.2(4) provides the min...
483	16353	13	08	03	RENDERED	483_16353_p13_08-vs-03.png	... Section 35-[08->03]-01.2, N.D.C.C., pertains...
484	16361	2	2018	2013	RENDERED	484_16361_p2_2018-vs-2013.png	... On August 3, [2018->2013], Trooper Derek Arndt of ...
485	16362	1	8	3	RENDERED	485_16362_p1_8-vs-3.png	...diction under Rule 35(a)([8->3]), N.D.R.App.P., we reman...
486	16362	11	2018	2013	RENDERED	486_16362_p11_2018-vs-2013.png	... September of *398 [2018->2013], the reunification has n...
487	16366	10	1958	1953	RENDERED	487_16366_p10_1958-vs-1953.png	...tained their interest in [1958->1953] and had not used the min...
488	16375	11	81	31	RENDERED	488_16375_p11_81-vs-31.png	...guage of N.D.C.C. § 12.1-[81->31].2-01 relevant to this ap...
489	16380	2	2018	2013	RENDERED	489_16380_p2_2018-vs-2013.png	...property since April 25, [2018->2013], and Schmitt resided on ...
490	16387	5	2018	2013	RENDERED	490_16387_p5_2018-vs-2013.png	... him with the August 13, [2018->2013], petition seeking perman...
491	16391	3	28	23	RENDERED	491_16391_p3_28-vs-23.png	... On June [28->23], 2011, Chris Anderson di...
492	16391	19	892	392	RENDERED	492_16391_p19_892-vs-392.png	...or the jury. *Haugen,* [892->392] N.W.2d at 805. Section 1...
493	16394	19	81	31	RENDERED	493_16394_p19_81-vs-31.png	...person.” N.D.C.C. § 12.1-[81->31].2-01(1). The district co...
494	16402	11	0580	0530	RENDERED	494_16402_p11_0580-vs-0530.png	...arck, North Dakota 58505-[0580->0530]. ...
495	16411	26	28	23	RENDERED	495_16411_p26_28-vs-23.png	...n. *See* N.D.C.C. § 32-[28->23]-03 (a contract may be co...
496	16419	18	31	41	KNOWN_REJECT		...stopped under N.D.C.C. § [31->41]-11-06 from claiming the ...
497	16444	13	1998	1993	RENDERED	497_16444_p13_1998-vs-1993.png	...507 N.W.2d 522, 524 (N.D.[1998->1993]). Second, Rencountre mus...
498	16448	19	8	3	RENDERED	498_16448_p19_8-vs-3.png	...as N.D.C.C. § 32-09.1-08([8->3]) requires and there was ...
499	16448	22	2018	2013	RENDERED	499_16448_p22_2018-vs-2013.png	... court at an October 28, [2018->2013], hearing that his reques...
500	16449	5	81	31	RENDERED	500_16449_p5_81-vs-31.png	...§§ 28-26-01(2) and 28-26-[81->31]. ...
501	16473	11	587	537	RENDERED	501_16473_p11_587-vs-537.png	... States v. Cruz Pagan,* [587->537] F.2d 554, 558 (1st Cir.1...
502	16483	6	38	33	RENDERED	502_16483_p6_38-vs-33.png	...d under N.D.C.C. § 65-04-[38->33](2). II ...
503	16493	7	128	123	RENDERED	503_16493_p7_128-vs-123.png	...d the estate a total of $[128->123],387.44 to be offset agai...
504	16506	12	10	40	RENDERED	504_16506_p12_10-vs-40.png	...t cited N.D.C.C. § 57-02-[10->40](1) in determining the fe...
505	16507	20	2011	2001	RENDERED	505_16507_p20_2011-vs-2001.png	...” *Smestad v. Harris,* [2011->2001] ND 91, ¶ 15, 796 N.W.2d ...
506	16510	25	2018	2013	RENDERED	506_16510_p25_2018-vs-2013.png	...mstances since the April [2018->2013] order entitling her to a...
507	16512	15	349789	349739	RENDERED	507_16512_p15_349789-vs-349739.png	.... Kenro Corp.,* 2006 WL [349789->349739], at *13 (N.J.Super.Ct.Ap...
508	16512	15	589	539	RENDERED	508_16512_p15_589-vs-539.png	...owen,* 246 Ga.App. 177, [589->539] S.E.2d 873, 878 (2000) (...
509	16516	8	8	3	RENDERED	509_16516_p8_8-vs-3.png	... N.D.R. Lawyer Dis-cipl. [8->3].1(F). Objections to the ...
510	16524	3	80	30	RENDERED	510_16524_p3_80-vs-30.png	...pires at .11:59 PM April [80->30]th, 2013, or will commenc...
511	16531	16	787	737	RENDERED	511_16531_p16_787-vs-737.png	... v. Hjelle,* 408 N.W.2d [787->737], 738 (N.D.1987). “Notice...
512	16545	9	89	39	RENDERED	512_16545_p9_89-vs-39.png	... provided for in section [89->39]-20-13, made by the state...
513	16546	8	62	52	RENDERED	513_16546_p8_62-vs-52.png	... Section [62->52]-01-01(18)00, N.D.C.C., c...
514	16559	9	889	839	RENDERED	514_16559_p9_889-vs-839.png	... Birk,* 484 N.W.2d 834, [889->839]-40 (N.D.1992). IV ...
515	16567	8	8	3	RENDERED	515_16567_p8_8-vs-3.png	...nctions under Standard 4.[8->3] N.D. Stds. Imposing Lawy...
516	16575	5	89	39	RENDERED	516_16575_p5_89-vs-39.png	...he test under Ñ.D.C.C. § [89->39]-20-03, which provides th...
517	16577	24	18	13	RENDERED	517_16577_p24_18-vs-13.png	... Glaser,* 2015 ND 31, ¶ [18->13], 858 N.W.2d 920. The leg...
518	16577	41	89	39	RENDERED	518_16577_p41_89-vs-39.png	...entence under N.D.C.C. § [89->39]-08-01.2(2). VI ...
519	16599	16	358	353	RENDERED	519_16599_p16_358-vs-353.png	...nd Oil Co.,* 107 N.W.2d [358->353] (N.D.1960). The district...
520	16613	12	258	253	RENDERED	520_16613_p12_258-vs-253.png	...factual dispute. *Id.*at [258->253]. ...
521	16622	18	8	3	RENDERED	521_16622_p18_8-vs-3.png	... of Rules 1.7,1.9, and 5.[8->3]. ...
522	16622	27	8	3	RENDERED	522_16622_p27_8-vs-3.png	... N.D.R.- Prof. Conduct 5.[8->3], the hearing panel has r...
523	16628	6	2018	2013	RENDERED	523_16628_p6_2018-vs-2013.png	... On December 20, [2018->2013], the meeting of creditor...
524	16634	1	89	39	RENDERED	524_16634_p1_89-vs-39.png	... period under N.D.C.C. § [89->39]-20-06. We reverse, concl...
525	16636	2	821	321	RENDERED	525_16636_p2_821-vs-321.png	...tion. *See*25 TJ.S.C. §§ [821->321] and 323. The easement wa...
526	16638	26	98	93	RENDERED	526_16638_p26_98-vs-93.png	...7 of Township 154, Range [98->93] is, likewise, not consis...
527	16643	5	16	15	RENDERED	527_16643_p5_16-vs-15.png	...Vondal,* 2011 ND 186, ¶ [16->15], 803 N.W.2d 578. We acco...
528	16649	14	116	115	RENDERED	528_16649_p14_116-vs-115.png	...N.Y.S.2d 146, 840 N.E.2d [116->115], 122 (2005); *CSX Transp...
529	16649	15	388	383	RENDERED	529_16649_p15_388-vs-383.png	...al Diesel & Equip., Co.,*[388->383] N.W.2d 840, 843 (N.D.198...
530	16651	4	78	73	RENDERED	530_16651_p4_78-vs-73.png	...nd Patterson owed Titan $[78->73],852.31 for delinquent le...
531	16659	26	2001	2011	RENDERED	531_16659_p26_2001-vs-2011.png	...nces. *See Braunagel,* [2001->2011] ND 118, ¶¶ 8-14, 629 N.W...
532	16665	18	508	503	RENDERED	532_16665_p18_508-vs-503.png	...Hogie,* 454 N.W.2d 501, [508->503] (N.D.1990). “If independ...
533	16666	9	388	338	RENDERED	533_16666_p9_388-vs-338.png	...rests. *See Washburn,* [388->338] N.W.2d at 668 (“a school...
534	16668	9	667	567	RENDERED	534_16668_p9_667-vs-567.png	...ist. No. 1,* 483 N.W.2d [667->567], 570 (N.D.1992). The con...
535	16670	11	676	576	RENDERED	535_16670_p11_676-vs-576.png	... Tucker,* 213 W.Va. 16 , [676->576] S.E.2d 261 (2002)). Oth...
536	16671	5	674	574	RENDERED	536_16671_p5_674-vs-574.png	.... Odegaard,* 496 N.W.2d [674->574], 677 (N.D.1993). ...
537	16671	6	65	55	RENDERED	537_16671_p6_65-vs-55.png	...anted under N.D.R.Civ.P. [65->55](a)(2), we may consider “...
538	16677	5	660	650	RENDERED	538_16677_p5_660-vs-650.png	...0 ND 63, ¶ 6, 780 N.W.2d [660->650]). III ...
539	16680	26	486	456	RENDERED	539_16680_p26_486-vs-456.png	...ate v. Hass , 177 N.W.2d [486->456] (N.D. 1978). ...
540	16690	10	82	32	RENDERED	540_16690_p10_82-vs-32.png	... evidence. N.D.C.C. § 28-[82->32]-46(5).” *Washburn,* 20...
541	16699	16	09	01	KNOWN_REJECT		...that, under N.D.C.C. § 9-[09->01]-06, the land manager’s l...
542	16700	34	06	05	RENDERED	542_16700_p34_06-vs-05.png	...tion under N.D.C.C. § 14-[06->05]-23 in denying Conceicao’...
543	16708	23	2016	2015	RENDERED	543_16708_p23_2016-vs-2015.png	...rder dated Feb-niary 26, [2016->2015], which required Wilkie t...
544	16709	7	263	253	RENDERED	544_16709_p7_263-vs-253.png	...,687,78 in damages' and $[263->253],144.23 in interest for t...
545	16719	11	1984	1934	RENDERED	545_16719_p11_1984-vs-1934.png	... estate for 1918 through [1984->1934] for certain merchandise ...
546	16733	19	6	5	RENDERED	546_16733_p19_6-vs-5.png	...er,* 376 F.2d 102, 106 ([6->5]th Cir.1967)). By allowin...
547	16740	2	26	25	RENDERED	547_16740_p2_26-vs-25.png	...eatment under N.D.C.C. § [26->25]-03.1-02(13). At the medi...
548	16740	10	26	25	RENDERED	548_16740_p10_26-vs-25.png	...factors under N.D.C.C. § [26->25] — 03.1—18.1(l)(a)(l)—(4)...
549	16741	12	651	551	RENDERED	549_16741_p12_651-vs-551.png	... States v. Molsbarger,* [651->551] F.3d 809, 811 (8th Cir.2...
550	16752	3	6	5	RENDERED	550_16752_p3_6-vs-5.png	...agreement.” On September [6->5], 2014, Constellation agr...
551	16752	11	678	578	RENDERED	551_16752_p11_678-vs-578.png	...gets, Inc.,* 672 N.W.2d [678->578], 584' (Minn.Ct.App.2003)...
552	16752	20	366	336	RENDERED	552_16752_p20_366-vs-336.png	...pson v. Baker,* 52 N.D. [366->336], 370, 203 N.W. 195, 196 ...
553	16772	6	508	503	RENDERED	553_16772_p6_508-vs-503.png	...and Constr. Co., Inc.,* [508->503] N.W.2d 240, 241 (N.D.199...
554	16778	21	48	43	RENDERED	554_16778_p21_48-vs-43.png	...oceeding under paragraph [48->43] of the judgment. John Ad...
555	16793	4	10	40	RENDERED	555_16793_p4_10-vs-40.png	...ed under N.D.C.C. § 26.1^[10->40]-15.6(6), which provides ...
556	16794	2	838	833	RENDERED	556_16794_p2_838-vs-833.png	...* 2012 ND 4, 809 N.W.2d [838->833] (summarily affirming on ...
557	16803	10	28	23	RENDERED	557_16803_p10_28-vs-23.png	...ecide N.D.C.C. § 19-03.1-[28->23].2 did not give him the d...
558	16804	12	06	05	RENDERED	558_16804_p12_06-vs-05.png	...Court held N.D.C.C. § 29-[06->05]-20 “entitles an arrested...
559	16804	12	286	285	RENDERED	559_16804_p12_286-vs-285.png	...way Comm’r,* 405 N.W.2d [286->285], 289 (N.D.1987), this Co...
560	16808	8	8	3	RENDERED	560_16808_p8_8-vs-3.png	...d her to pay the client $[8->3],419 to purge the contemp...
561	16815	5	89	39	RENDERED	561_16815_p5_89-vs-39.png	...amendments to N.D.C.C. § [89->39]-08-01(2) require a polic...
562	16815	7	89	39	RENDERED	562_16815_p7_89-vs-39.png	... timely under N.D.C.C. § [89->39]-20-06. The district cour...
563	16816	7	846	346	RENDERED	563_16816_p7_846-vs-346.png	...sch,* 2014 ND 102, ¶13, [846->346] N.W.2d 724 (quotation ma...
564	16818	9	351	352	RENDERED	564_16818_p9_351-vs-352.png	...e Griffin v. Illinois,* [351->352] U.S. 12, 19, 76 S.Ct. 58...
565	16819	6	685	635	RENDERED	565_16819_p6_685-vs-635.png	... the full penalty of $29,[685->635],000. The district court ...
566	16823	11	809	309	RENDERED	566_16823_p11_809-vs-309.png	...elivery.” 1 *Id.* at [809->309] (citations omitted) (emp...
567	16840	11	8	3	RENDERED	567_16840_p11_8-vs-3.png	...rce proceedings. Id. at ¶[8->3]. The former wife moved f...
568	16842	15	563	553	RENDERED	568_16842_p15_563-vs-553.png	...t of Transp., 400 N.W.2d [563->553], 557 (Iowa 1987): “The ...
569	16863	3	160	150	RENDERED	569_16863_p3_160-vs-150.png	...ned an inmate population [160->150]% over the suggested popu...
570	16871	18	658	653	RENDERED	570_16871_p18_658-vs-653.png	...168 Colo. 265 , 450 P.2d [658->653], 655 (1969) (en banc))[...
571	16871	24	88	38	RENDERED	571_16871_p24_88-vs-38.png	...e to comply with Chapter [88->38]-18.1, N.D.C.C., McAleste...
572	16872	26	28	23	RENDERED	572_16872_p26_28-vs-23.png	... $125,045.48 to $123,519.[28->23]. ERS then filed a motion...
573	16875	20	16	15	RENDERED	573_16875_p20_16-vs-15.png	...v. State, 2000 ND 162, ¶ [16->15], 615 N.W.2d 574. To esta...
574	16875	31	189	139	RENDERED	574_16875_p31_189-vs-139.png	...ined ProHealth owed $883,[189->139].35 for interest and Step...
575	16875	31	883	383	RENDERED	575_16875_p31_883-vs-383.png	...termined ProHealth owed $[883->383],189.35 for interest and ...
576	16877	12	1986	1985	RENDERED	576_16877_p12_1986-vs-1985.png	...376 N.W.2d 33, 36 (N.D. [1986->1985])). ...
577	16877	13	346	345	RENDERED	577_16877_p13_346-vs-345.png	...n Case Number 50-2013-CR-[346->345], this is what would happ...
578	16886	17	1988	1983	RENDERED	578_16886_p17_1988-vs-1983.png	...uidelines,” dated August [1988->1983] (“OSM Guidelines”). Befo...
579	16886	25	2018	2013	RENDERED	579_16886_p25_2018-vs-2013.png	...irst alfalfa cuttings in [2018->2013] and 2014 from the upland...
580	16895	1	06	05	RENDERED	580_16895_p1_06-vs-05.png	...vacancy under Section 27-[06->05]-02.1, N.D.C.C. ...
581	16926	20	773	779	RENDERED	581_16926_p20_773-vs-779.png	....2d at *581; Sanders,* [773->779] P.2d at 1245. Once the w...
582	16932	7	82	32	RENDERED	582_16932_p7_82-vs-32.png	... proceeding.” N.D.C.C. § [82->32]-28-06. A ...
583	16956	10	2003	2013	RENDERED	583_16956_p10_2003-vs-2013.png	... on *State v. Fields,* [2003->2013] ND 81, 662 N.W.2d 242. ...
584	16959	8	306	305	RENDERED	584_16959_p8_306-vs-305.png	...esota v. United States,* [306->305] U.S. 382, 386-388 , 59 S...
585	16961	4	85	35	RENDERED	585_16961_p4_85-vs-35.png	...file a motion under Rule [85->35], N.D.R.Crim.P., and requ...
586	16972	23	2011	2001	RENDERED	586_16972_p23_2011-vs-2001.png	...nt. 407 , 259 P.3d 766 ([2011->2001]), the court was asked to...
587	16978	13	6	5	RENDERED	587_16978_p13_6-vs-5.png	...* 299 F.3d 420, 452-53 ([6->5]th Cir. 2002); *People v...
588	16980	2	3461	3451	RENDERED	588_16980_p2_3461-vs-3451.png	...lating Minn. Stat. § 609.[3461->3451], for lewd exhibition, gr...
589	16980	11	8	3	RENDERED	589_16980_p11_8-vs-3.png	... Section 12.1-32-15([8->3]), N.D.C.C., imposes a du...
590	16986	8	687	587	RENDERED	590_16986_p8_687-vs-587.png	...rial Comm’n,* 466 N.W.2d [687->587] , 690 (N.D. 1991). “Subs...
591	16986	8	690	590	RENDERED	591_16986_p8_690-vs-590.png	...omm’n,* 466 N.W.2d 687 , [690->590] (N.D. 1991). “Substantia...
592	16986	8	82	32	RENDERED	592_16986_p8_82-vs-32.png	...ions under N.D.C.C. § 28-[82->32]-46. *Hanson v. Industri...
593	16986	10	426	425	RENDERED	593_16986_p10_426-vs-425.png	... ND 72, ¶ 11, 764 N.W.2d [426->425]. We conclude the same pr...
594	16996	19	81	31	RENDERED	594_16996_p19_81-vs-31.png	...*Keller,* 2005 ND 86, ¶ [81->31], 695 N.W.2d 703). “The p...
595	17012	6	60	50	RENDERED	595_17012_p6_60-vs-50.png	... v. Pippin,* 496 N.W.2d [60->50], 52-53 (N.D. 1993). ...
596	17014	3	60	50	RENDERED	596_17014_p3_60-vs-50.png	... the State had reserved “[60->50]% of all oil, natural gas...
597	17021	27	06	05	RENDERED	597_17021_p27_06-vs-05.png	...681. Under N.D.C.C. § 65-[06->05]-33, this Court has estab...
598	17022	6	18	13	RENDERED	598_17022_p6_18-vs-13.png	... rescheduled for January [18->13], 2017, but on that day T...
599	17029	11	1288	1283	RENDERED	599_17029_p11_1288-vs-1283.png	...s agreement.” *Id.* at [1288->1283]. The court also noted th...
600	17033	16	6126	6125	RENDERED	600_17033_p16_6126-vs-6125.png	...# 6124 Allen 434 .00 CK# [6126->6125] Margie 434.00 Bobby: ...
601	17048	2	8	3	RENDERED	601_17048_p2_8-vs-3.png	...der N.D.R.App.P. 35.1(a)([8->3]) and (7). Jon J. Jensen...
602	17052	16	1998	1993	RENDERED	602_17052_p16_1998-vs-1993.png	...6 N.W.2d 566 , 570 (N.D. [1998->1993]), this Court considered ...
603	17055	12	08	03	RENDERED	603_17055_p12_08-vs-03.png	...er court.” N.D.C.C. § 25-[08->03].1-29. “To balance the co...
604	17066	9	567	597	RENDERED	604_17066_p9_567-vs-597.png	...iting Miller v. Alabama, [567->597] U.S. 460, 132 S.Ct. 2455...
605	17066	21	562	552	RENDERED	605_17066_p21_562-vs-552.png	.... Danforth v. Minnesota, [562->552] U.S. 264, 271, 128 S.Ct....
606	17066	25	1996	1995	RENDERED	606_17066_p25_1996-vs-1995.png	...993 through September of [1996->1995]. A number of the offense...
607	17067	2	812	312	RENDERED	607_17067_p2_812-vs-312.png	...ection 13: Farm Unit No. [812->312] in the Buford-Trenton Pr...
608	17072	1	85	35	RENDERED	608_17072_p1_85-vs-35.png	...ffirm under N.D.R.App.P. [85->35].1(a)(2). Broadwell v. St...
609	17074	17	163	153	RENDERED	609_17074_p17_163-vs-153.png	... of Section 23, Township [163->153] North, Range 92 West, no...
610	17078	27	269	259	RENDERED	610_17078_p27_269-vs-259.png	...2011; $266,060 in 2012; $[269->259],184 in 2013; $160,697 in...
